# time value error
2460559.801049           1.000104           0.002824
2460559.802438           0.998806           0.002824
2460559.803827           0.997725           0.002822
2460559.805216           1.002260           0.002825
2460559.806605           0.996209           0.002817
2460559.807993           1.002865           0.002825
2460559.809382           0.999207           0.002824
2460559.810771           0.998384           0.002821
2460559.812160           0.995690           0.002820
2460559.813549           1.000469           0.002827
2460559.814938           1.000571           0.002821
2460559.816327           1.005734           0.002830
2460559.817716           0.996120           0.002821
2460559.819105           1.003400           0.002826
2460559.820494           1.001935           0.002825
2460559.821882           0.995918           0.002822
2460559.823271           1.005529           0.002827
2460559.824660           1.001594           0.002825
2460559.826049           1.003541           0.002828
2460559.827438           0.999171           0.002824
2460559.828827           1.000862           0.002825
2460559.830216           0.996558           0.002820
2460559.831605           0.998751           0.002820
2460559.832994           1.002255           0.002824
2460559.834383           0.997508           0.002825
2460559.835771           1.001883           0.002826
2460559.837160           0.997224           0.002821
2460559.838549           0.998741           0.002822
2460559.839938           1.001073           0.002823
2460559.841327           1.001442           0.002825
2460559.842716           0.994409           0.002818
2460559.844105           0.999673           0.002824
2460559.845494           0.999271           0.002826
2460559.846883           1.004692           0.002831
2460559.848271           0.998776           0.002824
2460559.849660           1.000998           0.002823
2460559.851049           1.002585           0.002825
2460559.852438           0.992907           0.002817
2460559.853827           0.997290           0.002821
2460559.855216           0.997178           0.002823
2460559.856605           1.000771           0.002824
2460559.857994           0.998044           0.002825
2460559.859383           0.999449           0.002823
2460559.860772           0.999065           0.002822
2460559.862160           0.999257           0.002823
2460559.863549           0.996321           0.002820
2460559.864938           0.996090           0.002820
2460559.866327           1.001766           0.002825
2460559.867716           0.994620           0.002819
2460559.869105           0.995469           0.002822
2460559.870494           1.001072           0.002825
2460559.871883           1.003604           0.002826
2460559.873272           0.998336           0.002825
2460559.874661           1.000102           0.002823
2460559.876049           1.006840           0.002829
2460559.877438           0.998919           0.002824
2460559.878827           0.992387           0.002818
2460559.880216           0.997258           0.002820
2460559.881605           0.999406           0.002825
2460559.882994           1.001579           0.002825
2460559.884383           1.001167           0.002824
2460559.885772           1.001444           0.002827
2460559.887161           0.998851           0.002822
2460559.888550           1.000752           0.002824
2460559.889938           1.003890           0.002830
2460559.891327           0.995549           0.002823
2460559.892716           0.999152           0.002822
2460559.894105           1.002809           0.002828
2460559.895494           0.997393           0.002823
2460559.896883           0.995590           0.002822
2460559.898272           0.999263           0.002822
2460559.899661           1.000525           0.002822
2460559.901050           1.000249           0.002826
2460559.902438           0.999754           0.002827
2460559.903827           0.997798           0.002825
2460559.905216           0.997447           0.002824
2460559.906605           0.998724           0.002824
2460559.907994           0.995890           0.002820
2460559.909383           1.002410           0.002824
2460559.910772           0.994338           0.002821
2460559.912161           1.005208           0.002827
2460559.913550           1.001711           0.002824
2460559.914939           1.001341           0.002826
2460559.916327           1.003013           0.002827
2460559.917716           0.997098           0.002824
2460559.919105           1.006057           0.002826
